------------------------------2022-04-20 16:08:38------------------------------
model:ResNet50
dataset_name:UAV_0323
num_classes:3
batch_size:32
num_worker:8
process_IQ:True
num_epoch:10
learning_rate:0.005
signal_len:50176, 8
iter_smooth:1
checkpoint_name:50%trainUAV_0323_50%test—UAV_0324_acc:DenseNet.pth
Epoch [1/10], Iter [1/5346], lr: 0.005000, Loss: 1.1771, top1: 15.6250
Epoch [1/10], Iter [2/5346], lr: 0.005000, Loss: 4.0608, top1: 31.2500
Epoch [1/10], Iter [3/5346], lr: 0.005000, Loss: 1.7799, top1: 46.8750
Epoch [1/10], Iter [4/5346], lr: 0.005000, Loss: 2.0871, top1: 34.3750
Epoch [1/10], Iter [5/5346], lr: 0.005000, Loss: 1.4139, top1: 40.6250
Epoch [1/10], Iter [6/5346], lr: 0.005000, Loss: 1.6371, top1: 28.1250
Epoch [1/10], Iter [7/5346], lr: 0.005000, Loss: 1.1767, top1: 50.0000
Epoch [1/10], Iter [8/5346], lr: 0.005000, Loss: 1.0908, top1: 43.7500
Epoch [1/10], Iter [9/5346], lr: 0.005000, Loss: 1.8555, top1: 34.3750
Epoch [1/10], Iter [10/5346], lr: 0.005000, Loss: 1.5630, top1: 37.5000
Epoch [1/10], Iter [11/5346], lr: 0.005000, Loss: 1.0043, top1: 37.5000
Epoch [1/10], Iter [12/5346], lr: 0.005000, Loss: 1.0588, top1: 40.6250
Epoch [1/10], Iter [13/5346], lr: 0.005000, Loss: 1.0544, top1: 31.2500
Epoch [1/10], Iter [14/5346], lr: 0.005000, Loss: 1.2901, top1: 37.5000
Epoch [1/10], Iter [15/5346], lr: 0.005000, Loss: 0.9768, top1: 50.0000
Epoch [1/10], Iter [16/5346], lr: 0.005000, Loss: 1.0742, top1: 34.3750
Epoch [1/10], Iter [17/5346], lr: 0.005000, Loss: 1.1902, top1: 28.1250
Epoch [1/10], Iter [18/5346], lr: 0.005000, Loss: 1.3830, top1: 37.5000
Epoch [1/10], Iter [19/5346], lr: 0.005000, Loss: 0.8596, top1: 43.7500
Epoch [1/10], Iter [20/5346], lr: 0.005000, Loss: 1.2571, top1: 46.8750
Epoch [1/10], Iter [21/5346], lr: 0.005000, Loss: 0.9492, top1: 46.8750
Epoch [1/10], Iter [22/5346], lr: 0.005000, Loss: 1.0854, top1: 34.3750
Epoch [1/10], Iter [23/5346], lr: 0.005000, Loss: 0.9729, top1: 53.1250
Epoch [1/10], Iter [24/5346], lr: 0.005000, Loss: 1.0870, top1: 71.8750
Epoch [1/10], Iter [25/5346], lr: 0.005000, Loss: 0.8927, top1: 50.0000
Epoch [1/10], Iter [26/5346], lr: 0.005000, Loss: 0.9661, top1: 37.5000
Epoch [1/10], Iter [27/5346], lr: 0.005000, Loss: 1.2162, top1: 37.5000
Epoch [1/10], Iter [28/5346], lr: 0.005000, Loss: 1.9102, top1: 31.2500
Epoch [1/10], Iter [29/5346], lr: 0.005000, Loss: 1.4585, top1: 34.3750
Epoch [1/10], Iter [30/5346], lr: 0.005000, Loss: 1.6055, top1: 37.5000
Epoch [1/10], Iter [31/5346], lr: 0.005000, Loss: 1.3632, top1: 34.3750
Epoch [1/10], Iter [32/5346], lr: 0.005000, Loss: 1.0738, top1: 43.7500
Epoch [1/10], Iter [33/5346], lr: 0.005000, Loss: 0.9730, top1: 46.8750
Epoch [1/10], Iter [34/5346], lr: 0.005000, Loss: 1.6334, top1: 37.5000
Epoch [1/10], Iter [35/5346], lr: 0.005000, Loss: 1.3790, top1: 25.0000
Epoch [1/10], Iter [36/5346], lr: 0.005000, Loss: 1.0655, top1: 31.2500
Epoch [1/10], Iter [37/5346], lr: 0.005000, Loss: 1.0456, top1: 46.8750
Epoch [1/10], Iter [38/5346], lr: 0.005000, Loss: 1.3816, top1: 40.6250
Epoch [1/10], Iter [39/5346], lr: 0.005000, Loss: 0.9781, top1: 56.2500
Epoch [1/10], Iter [40/5346], lr: 0.005000, Loss: 1.5001, top1: 37.5000
Epoch [1/10], Iter [41/5346], lr: 0.005000, Loss: 1.2819, top1: 50.0000
Epoch [1/10], Iter [42/5346], lr: 0.005000, Loss: 1.0065, top1: 46.8750
Epoch [1/10], Iter [43/5346], lr: 0.005000, Loss: 0.9985, top1: 46.8750
Epoch [1/10], Iter [44/5346], lr: 0.005000, Loss: 1.0094, top1: 56.2500
Epoch [1/10], Iter [45/5346], lr: 0.005000, Loss: 0.9256, top1: 40.6250
Epoch [1/10], Iter [46/5346], lr: 0.005000, Loss: 1.2255, top1: 43.7500
Epoch [1/10], Iter [47/5346], lr: 0.005000, Loss: 1.0691, top1: 53.1250
Epoch [1/10], Iter [48/5346], lr: 0.005000, Loss: 1.1079, top1: 40.6250
Epoch [1/10], Iter [49/5346], lr: 0.005000, Loss: 1.1746, top1: 53.1250
Epoch [1/10], Iter [50/5346], lr: 0.005000, Loss: 1.1721, top1: 40.6250
Epoch [1/10], Iter [51/5346], lr: 0.005000, Loss: 0.9206, top1: 65.6250
Epoch [1/10], Iter [52/5346], lr: 0.005000, Loss: 1.0184, top1: 50.0000
Epoch [1/10], Iter [53/5346], lr: 0.005000, Loss: 1.1267, top1: 43.7500
Epoch [1/10], Iter [54/5346], lr: 0.005000, Loss: 1.6002, top1: 28.1250
Epoch [1/10], Iter [55/5346], lr: 0.005000, Loss: 1.5658, top1: 25.0000
Epoch [1/10], Iter [56/5346], lr: 0.005000, Loss: 1.2861, top1: 50.0000
Epoch [1/10], Iter [57/5346], lr: 0.005000, Loss: 1.0586, top1: 46.8750
Epoch [1/10], Iter [58/5346], lr: 0.005000, Loss: 1.3890, top1: 37.5000
Epoch [1/10], Iter [59/5346], lr: 0.005000, Loss: 1.0414, top1: 53.1250
Epoch [1/10], Iter [60/5346], lr: 0.005000, Loss: 1.5712, top1: 37.5000
Epoch [1/10], Iter [61/5346], lr: 0.005000, Loss: 1.5195, top1: 62.5000
Epoch [1/10], Iter [62/5346], lr: 0.005000, Loss: 1.0411, top1: 43.7500
Epoch [1/10], Iter [63/5346], lr: 0.005000, Loss: 1.5233, top1: 43.7500
Epoch [1/10], Iter [64/5346], lr: 0.005000, Loss: 0.9920, top1: 50.0000
Epoch [1/10], Iter [65/5346], lr: 0.005000, Loss: 1.2237, top1: 31.2500
Epoch [1/10], Iter [66/5346], lr: 0.005000, Loss: 1.3204, top1: 40.6250
Epoch [1/10], Iter [67/5346], lr: 0.005000, Loss: 1.1571, top1: 43.7500
Epoch [1/10], Iter [68/5346], lr: 0.005000, Loss: 1.0553, top1: 40.6250
Epoch [1/10], Iter [69/5346], lr: 0.005000, Loss: 0.9649, top1: 43.7500
Epoch [1/10], Iter [70/5346], lr: 0.005000, Loss: 1.0670, top1: 34.3750
Epoch [1/10], Iter [71/5346], lr: 0.005000, Loss: 1.1117, top1: 43.7500
Epoch [1/10], Iter [72/5346], lr: 0.005000, Loss: 1.3905, top1: 37.5000
Epoch [1/10], Iter [73/5346], lr: 0.005000, Loss: 1.7049, top1: 40.6250
Epoch [1/10], Iter [74/5346], lr: 0.005000, Loss: 1.0010, top1: 34.3750
Epoch [1/10], Iter [75/5346], lr: 0.005000, Loss: 0.9695, top1: 43.7500
Epoch [1/10], Iter [76/5346], lr: 0.005000, Loss: 1.0607, top1: 40.6250
Epoch [1/10], Iter [77/5346], lr: 0.005000, Loss: 1.0580, top1: 37.5000
Epoch [1/10], Iter [78/5346], lr: 0.005000, Loss: 1.5288, top1: 53.1250
