------------------------------2022-04-20 17:17:23------------------------------
model:ResNet50
dataset_name:UAV_0323
num_classes:3
batch_size:32
num_worker:1
process_IQ:True
num_epoch:10
learning_rate:0.005
signal_len:50176, 8
iter_smooth:1
checkpoint_name:50%trainUAV_0323_50%test—UAV_0324_acc:DenseNet.pth
Epoch [1/10], Iter [1/5346], lr: 0.005000, Loss: 1.0862, top1: 43.7500
Epoch [1/10], Iter [2/5346], lr: 0.005000, Loss: 3.3169, top1: 40.6250
Epoch [1/10], Iter [3/5346], lr: 0.005000, Loss: 2.5241, top1: 34.3750
Epoch [1/10], Iter [4/5346], lr: 0.005000, Loss: 1.4296, top1: 40.6250
Epoch [1/10], Iter [5/5346], lr: 0.005000, Loss: 1.7695, top1: 34.3750
Epoch [1/10], Iter [6/5346], lr: 0.005000, Loss: 1.4345, top1: 43.7500
Epoch [1/10], Iter [7/5346], lr: 0.005000, Loss: 1.1760, top1: 40.6250
Epoch [1/10], Iter [8/5346], lr: 0.005000, Loss: 1.5341, top1: 34.3750
Epoch [1/10], Iter [9/5346], lr: 0.005000, Loss: 0.9862, top1: 46.8750
Epoch [1/10], Iter [10/5346], lr: 0.005000, Loss: 0.9478, top1: 34.3750
Epoch [1/10], Iter [11/5346], lr: 0.005000, Loss: 0.9772, top1: 46.8750
Epoch [1/10], Iter [12/5346], lr: 0.005000, Loss: 1.0533, top1: 43.7500
Epoch [1/10], Iter [13/5346], lr: 0.005000, Loss: 0.9571, top1: 50.0000
Epoch [1/10], Iter [14/5346], lr: 0.005000, Loss: 1.7101, top1: 50.0000
Epoch [1/10], Iter [15/5346], lr: 0.005000, Loss: 0.7847, top1: 59.3750
Epoch [1/10], Iter [16/5346], lr: 0.005000, Loss: 1.6410, top1: 31.2500
Epoch [1/10], Iter [17/5346], lr: 0.005000, Loss: 1.1920, top1: 34.3750
Epoch [1/10], Iter [18/5346], lr: 0.005000, Loss: 1.0249, top1: 53.1250
Epoch [1/10], Iter [19/5346], lr: 0.005000, Loss: 1.6741, top1: 28.1250
Epoch [1/10], Iter [20/5346], lr: 0.005000, Loss: 1.5891, top1: 37.5000
Epoch [1/10], Iter [21/5346], lr: 0.005000, Loss: 1.5197, top1: 40.6250
Epoch [1/10], Iter [22/5346], lr: 0.005000, Loss: 1.0093, top1: 37.5000
Epoch [1/10], Iter [23/5346], lr: 0.005000, Loss: 1.0291, top1: 40.6250
Epoch [1/10], Iter [24/5346], lr: 0.005000, Loss: 1.0472, top1: 50.0000
Epoch [1/10], Iter [25/5346], lr: 0.005000, Loss: 1.0636, top1: 34.3750
Epoch [1/10], Iter [26/5346], lr: 0.005000, Loss: 1.5574, top1: 25.0000
Epoch [1/10], Iter [27/5346], lr: 0.005000, Loss: 1.0314, top1: 46.8750
Epoch [1/10], Iter [28/5346], lr: 0.005000, Loss: 1.1250, top1: 62.5000
Epoch [1/10], Iter [29/5346], lr: 0.005000, Loss: 1.3343, top1: 40.6250
Epoch [1/10], Iter [30/5346], lr: 0.005000, Loss: 1.6003, top1: 59.3750
Epoch [1/10], Iter [31/5346], lr: 0.005000, Loss: 1.3450, top1: 43.7500
Epoch [1/10], Iter [32/5346], lr: 0.005000, Loss: 1.4083, top1: 62.5000
Epoch [1/10], Iter [33/5346], lr: 0.005000, Loss: 1.5365, top1: 25.0000
Epoch [1/10], Iter [34/5346], lr: 0.005000, Loss: 1.1078, top1: 65.6250
Epoch [1/10], Iter [35/5346], lr: 0.005000, Loss: 1.1244, top1: 37.5000
Epoch [1/10], Iter [36/5346], lr: 0.005000, Loss: 1.1413, top1: 31.2500
Epoch [1/10], Iter [37/5346], lr: 0.005000, Loss: 1.1558, top1: 34.3750
Epoch [1/10], Iter [38/5346], lr: 0.005000, Loss: 1.1068, top1: 43.7500
Epoch [1/10], Iter [39/5346], lr: 0.005000, Loss: 1.0585, top1: 40.6250
Epoch [1/10], Iter [40/5346], lr: 0.005000, Loss: 1.0919, top1: 59.3750
Epoch [1/10], Iter [41/5346], lr: 0.005000, Loss: 1.1786, top1: 34.3750
Epoch [1/10], Iter [42/5346], lr: 0.005000, Loss: 0.9373, top1: 53.1250
Epoch [1/10], Iter [43/5346], lr: 0.005000, Loss: 0.9108, top1: 59.3750
Epoch [1/10], Iter [44/5346], lr: 0.005000, Loss: 1.5218, top1: 37.5000
Epoch [1/10], Iter [45/5346], lr: 0.005000, Loss: 1.1091, top1: 46.8750
Epoch [1/10], Iter [46/5346], lr: 0.005000, Loss: 1.2066, top1: 59.3750
Epoch [1/10], Iter [47/5346], lr: 0.005000, Loss: 1.1127, top1: 43.7500
Epoch [1/10], Iter [48/5346], lr: 0.005000, Loss: 1.4745, top1: 34.3750
Epoch [1/10], Iter [49/5346], lr: 0.005000, Loss: 1.7384, top1: 34.3750
Epoch [1/10], Iter [50/5346], lr: 0.005000, Loss: 1.1592, top1: 34.3750
Epoch [1/10], Iter [51/5346], lr: 0.005000, Loss: 0.9283, top1: 53.1250
Epoch [1/10], Iter [52/5346], lr: 0.005000, Loss: 1.1987, top1: 34.3750
Epoch [1/10], Iter [53/5346], lr: 0.005000, Loss: 1.0393, top1: 31.2500
Epoch [1/10], Iter [54/5346], lr: 0.005000, Loss: 1.2794, top1: 34.3750
Epoch [1/10], Iter [55/5346], lr: 0.005000, Loss: 1.3117, top1: 50.0000
Epoch [1/10], Iter [56/5346], lr: 0.005000, Loss: 1.1364, top1: 40.6250
Epoch [1/10], Iter [57/5346], lr: 0.005000, Loss: 0.9096, top1: 71.8750
Epoch [1/10], Iter [58/5346], lr: 0.005000, Loss: 1.0454, top1: 31.2500
Epoch [1/10], Iter [59/5346], lr: 0.005000, Loss: 1.4394, top1: 43.7500
Epoch [1/10], Iter [60/5346], lr: 0.005000, Loss: 1.0190, top1: 56.2500
Epoch [1/10], Iter [61/5346], lr: 0.005000, Loss: 0.9652, top1: 34.3750
Epoch [1/10], Iter [62/5346], lr: 0.005000, Loss: 1.0602, top1: 53.1250
Epoch [1/10], Iter [63/5346], lr: 0.005000, Loss: 1.4782, top1: 50.0000
Epoch [1/10], Iter [64/5346], lr: 0.005000, Loss: 1.0184, top1: 43.7500
